"z000001a","t","wave","year","cohort","sex","yob","hle","pinc","hhinc","marstat","z000002a","jczf001a","jczf002a","jczf003a","jczf004a","jczf005a","jczf006a","jczf007a","jazc039a","jczq009a","jczf030a","jczf031a","jczf032a","jczf033a","jczf034a","jczf035a","jczf036a","jczf037a","jczf038a","jczf039a","jczj074a","jczj075a","jczj079a","jcdu080a","jcdu081a","jcdu082a","jcct087a"
427238603,59,"jc",2022,1,"1",1985,"7",12,5,"1","ZA5665","2","2","3","4","4","4","1","98","3","0","1","0","1","0","1","0","0","0","0","2","2","3","3","3","1","3"
892162603,59,"jc",2022,3,"2",1963,"5",5,7,"2","ZA5665","1","1","1","1","4","3","3","6","5","1","0","0","0","0","0","1","0","0","0","2","3","5","4","2","2","2"
258729701,59,"jc",2022,1,"1",1967,"7",9,4,"5","ZA5665","2","1","1","1","4","1","2","5","4","1","0","1","1","1","0","1","0","0","0","5","4","5","1","2","1","2"
395481904,59,"jc",2022,1,"2",1985,"7",12,9,"3","ZA5665","1","1","1","4","4","3","1","98","4","0","0","0","0","0","0","1","0","0","0","3","3","4","2","1","1","2"
121909204,59,"jc",2022,3,"1",1959,"5",7,5,"2","ZA5665","2","1","1","4","4","4","3","4","4","0","0","0","0","0","0","0","0","0","0","4","4","4","3","3","4","2"
652131301,59,"jc",2022,4,"1",1969,"7",10,4,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837046501,59,"jc",2022,3,"2",1966,"4",2,2,"3","ZA5665","3","1","2","5","3","5","2","1","4","0","0","0","0","0","0","0","0","0","0","3","3","2","3","3","2","3"
648579802,59,"jc",2022,1,"2",1963,"5",8,6,"2","ZA5665","3","1","1","3","3","3","1","98","4","0","0","0","0","1","0","1","0","0","0","3","3","3","3","2","3","2"
401312703,59,"jc",2022,1,"1",1970,"7",9,7,"2","ZA5665","1","2","2","1","4","4","3","1","3","0","0","0","0","0","0","0","0","0","0","2","3","3","3","2","1","2"
852782901,59,"jc",2022,3,"1",1984,"5",9,9,"2","ZA5665","1","1","4","1","3","4","1","6","3","0","0","0","0","0","0","1","0","0","0","2","2","1","4","1","1","3"
176891501,59,"jc",2022,1,"2",1952,"4",7,5,"5","ZA5665","1","1","1","5","1","2","6","2","5","1","0","1","0","0","0","0","0","0","0","5","4","5","2","2","1","1"
350465401,59,"jc",2022,1,"2",1959,"5",4,6,"2","ZA5665","1","1","1","2","4","4",NA,"98","3","0","0","0","0","0","0","1","0","0","0","3","3","3","98","2","1","3"
438847403,59,"jc",2022,2,"1",1943,"7",4,4,"2","ZA5665","1","2","1","1","1","2","3","1","4","0","0","0","0","0","0","0","0","0","0","4","3","3","2","2","1","98"
515342802,59,"jc",2022,1,"2",1977,"5",5,7,"2","ZA5665","2","1","1","2","4","4","2","1","4","1","0","1","0","0","0","1","0","0","0","3","3","3","3","2","1","2"
980630601,59,"jc",2022,3,"2",1985,"5",7,5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262953002,59,"jc",2022,2,"1",1948,"6",15,7,"1","ZA5665","1","1","1","3","3","2","97","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","2","2",NA,"2"
138817504,59,"jc",2022,3,"1",1964,"7",13,9,"2","ZA5665","1","1","1","3","2","4","1","5","4","0","0","0","1","0","0","1","0","0","0","4","4","4","2","2","2","2"
615059001,59,"jc",2022,1,"1",1968,"7",14,8,"2","ZA5665","1","2","1","1","4","4","1","5","3","0","0","0","0","0","1","1","0","0","0","5","4","5","1","2","1","2"
964689201,59,"jc",2022,1,"2",1944,"4",5,2,"5","ZA5665","1","1","1","1","4","5","2","3","3","1","0","0","0","0","0","1","0","0","0","3","4","5","3","2","2","2"
156191601,59,"jc",2022,1,"1",1954,"7",11,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539431304,59,"jc",2022,1,"2",1975,"7",12,5,"4","ZA5665","4","1","1","3","4","4","1","5","2","1","0","0","0","0","1","1","0","0","0","3","3","4","3","2","1","2"
907436504,59,"jc",2022,4,"2",1943,"5",10,6,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
989631303,59,"jc",2022,1,"2",1951,"4",7,3,"5","ZA5665","1","1","1","1","4","1","1","1","4","0","0","0","0","0","0","1","0","0","0","3","3","4","4","2","1","4"
511670102,59,"jc",2022,1,"2",1951,"5",5,5,"2","ZA5665","1","2","2","1","3","4","2","2","4","1","0","0","0","0","0","0","0","0","0","3","4","4","2","2","1","2"
333998402,59,"jc",2022,1,"1",1966,"5",3,3,"2","ZA5665","1","4","3","4","4","2","3","3","4","0","0","0","0","0","0","0","0","0","0","3","3","3","3","2","2","2"
288506501,59,"jc",2022,1,"2",1990,"7",10,5,"1","ZA5665","2","2","1","1","5","4","2","3","4","0","0","0","0","0","0","1","0","0","0","3","3","3","3","2","2","3"
119300602,59,"jc",2022,2,"2",1986,"5",10,7,"2","ZA5665","1","2","3","2","3","4","2","5","4","0","0","0","0","0","0","1","0","0","1","5","4","5","2","2","1","3"
813409203,59,"jc",2022,1,"2",1946,"7",13,9,"2","ZA5665","2","1","1","1","5","3","97","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","3","1","3","2","2"
975967202,59,"jc",2022,4,"2",1966,"7",9,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
995037101,59,"jc",2022,3,"1",1951,"4",10,5,"2","ZA5665","1","2","1","1","4","5","1","6","5","0","0","0","0","0","0","1","0","0","0","3","3","3","3","2","3","3"
360279002,59,"jc",2022,2,"1",1986,"5",6,2,"1","ZA5665","1","1","2","5","2","4","1","3","5","0","0","1","0","0","0","1","0","0","0","3","3","3","3","1","1","3"
225090101,59,"jc",2022,1,"1",1971,"4",6,4,"2","ZA5665","1","4","4","1","4","5","4","3","4","0","0","0","0","0","0","0","0","0","0","4","4","3","2","2","1","2"
287695404,59,"jc",2022,4,"2",1995,"7",97,2,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569040604,59,"jc",2022,4,"2",1966,"7",8,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494517901,59,"jc",2022,1,"2",1950,"4",3,3,"2","ZA5665","1","1","1","1","3","2","97",NA,"3","0","0","0","0","0","0","1","0","0","0","4","4","5","3","2","2","3"
638127401,59,"jc",2022,1,"1",1973,"7",14,9,"1","ZA5665","3","1","1","2","3","2","1","1","4","1","1","0","1","0","1","1","0","0","1","4","4","4","3","2","1","2"
523149501,59,"jc",2022,2,"2",1983,"7",8,4,"4","ZA5665","2","1","1","1","5","2","2","1","4","1","0","1","0","0","0","0","0","0","0","4","3","4","98","98","98","3"
136767503,59,"jc",2022,1,"1",1952,"6",11,8,"2","ZA5665","1","1","1","1","3","4","2","1","4","1","0","0","0","0","0","0","0","0","0","5","4","5","1","2","1","1"
862262703,59,"jc",2022,1,"1",1944,"4",7,3,"2","ZA5665","1","2","1","1","4","5","97","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","1","3","1","1","2"
335690402,59,"jc",2022,3,"2",1963,"7",12,5,"4","ZA5665","1","2","2","1","2","1","2","2","5","0","0","0","0","0","0","0","0","0","0","4","4","4","3","2","2","2"
821055904,59,"jc",2022,2,"1",1969,"6",5,6,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119796603,59,"jc",2022,2,"1",1943,"7",15,9,"2","ZA5665","1","3","2","1","2","2","2","1","4","0","0","0","0","0","0","0","0","0","0","3","3","5","2","2","1","2"
426368701,59,"jc",2022,1,"1",1975,"5",9,6,"2","ZA5665","1","4","4","5","5","4","1","1","4","1","0","0","0","0","0","0","0","0","0","3","3","3","2","2","2","2"
951661404,59,"jc",2022,4,"1",1995,"7",6,6,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325743104,59,"jc",2022,3,"1",1995,"7",3,1,"1","ZA5665","1","1","1","1","4","2","1","98","3","0","0","1","1","0","0","1","1","0","0","4","3","3","2","2","1","3"
511719201,59,"jc",2022,1,"2",1948,"5",11,98,"2","ZA5665","2","1","1","1","4","2","3","1","4","1","0","0","0","0","0","0","0","0","0","3","3","3","3","2","1","2"
753216703,59,"jc",2022,3,"2",1964,"7",10,4,"1","ZA5665","1","2","1","5","5","2","3",NA,"3","0","0","0","0","0","0","1","0","0","0","4","3","5","2","1","1","2"
306888501,59,"jc",2022,1,"1",1956,"4",12,7,"4","ZA5665","1","1","2","4","4","2","3","98","4","0","0","0","0","0","0","0","0","1","0","4","3","3","2","2","2","2"
604442603,59,"jc",2022,3,"2",1969,"5",13,7,"5","ZA5665","1","4","1","1","4","4","1","2","4","1","0","0","0","0","0","1","0","0","0","4","4","5","2","2","1","2"
456815901,59,"jc",2022,1,"1",1975,"5",9,7,"2","ZA5665","1","2","2","4","4","3","1",NA,"4","1","0","1","0","0","0","1","1","0","1","3","3","4","4","1","1","3"
625704104,59,"jc",2022,2,"1",1982,"6",7,3,"1","ZA5665","1","1","5","3","2","4","3","4","5","1","0","1","0","0","0","1","1","0","0","2","2","2","98","98","1","4"
899424701,59,"jc",2022,4,"2",1971,"5",3,4,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197944803,59,"jc",2022,3,"1",1952,"7",15,7,"2","ZA5665","1","1","1","1","5","4","2","2","4","0","0","0","0","0","0","0","0","0","0","2","3","2","2","2","1","3"
176226904,59,"jc",2022,1,"1",1948,"6",97,2,"2","ZA5665","1","2","1","1","3","2","4","1","5","1","0","0","0","0","0","0","0","0","0","3","3","4","2","2","2","3"
391698101,59,"jc",2022,1,"1",1959,"5",12,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816686601,59,"jc",2022,1,"1",1955,"4",8,3,"4","ZA5665","1","2","4","2","3","4","3","98","4","1","0","0","0","0","0","1","0","0","0","3","3","3","1","2","1","2"
985865201,59,"jc",2022,1,"1",1955,"6",9,4,"4","ZA5665","1","1","1","1","4","4","4","1","3","0","0","0","0","0","0","0","0","0","0","3","2","2","3","98","1","2"
594217401,59,"jc",2022,1,"2",1975,"5",10,6,"2","ZA5665","1","1","1","5","4","5","1","3","4","0","0","1","0","0","0","0","0","0","0","5","5","5","3","2","2","2"
758847703,59,"jc",2022,3,"2",1966,"7",4,5,"2","ZA5665","2","2","2","1","4","2","4","2","4","0","0","0","0","0","0","0","0","0","0","4","3","3","2","2","1","2"
960040003,59,"jc",2022,3,"1",1954,"5",6,98,"2","ZA5665","1","1","2","1","4","4","1","98","4","0","0","0","1","0","0","1","0","0","0","3","3","3","3","2","1","2"
151848903,59,"jc",2022,3,"2",1951,"5",4,3,"2","ZA5665","1","1","2","1","4","4","4","98","4","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","1","3"
278600701,59,"jc",2022,3,"1",1968,"5",12,98,"2","ZA5665","1","4","1","1","2","2","2","98","4","0","0","0","0","0","0","1","0","0","0","3","3","3","4","3","98","2"
669388503,59,"jc",2022,1,"2",1952,"5",7,5,"4","ZA5665","1","1","1","1","4","2","3","2","4","0","0","0","0","0","0","0","0","0","0","4","4","5","2","1","2","2"
709829801,59,"jc",2022,3,"1",1990,"7",8,5,"1","ZA5665","1","2","3","2","3","1","2","4","4","1","0","0","0","0","0","1","0","0","0","3","3","5","2","2","1","2"
363623503,59,"jc",2022,1,"2",1962,"4",15,4,"2","ZA5665","1","1","1","1","4","2","4","2","3","0","0","0","0","0","0","1","0","0","0","3","3","4","2","2","1","2"
173763804,59,"jc",2022,2,"2",1987,"7",10,8,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368528704,59,"jc",2022,4,"1",1950,"7",4,2,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619560204,59,"jc",2022,4,"1",1968,"5",10,2,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884821902,59,"jc",2022,2,"2",1956,"7",11,2,"3","ZA5665","1","2","1","4","4","2","2","4","3","0","0","0","0","0","0","1","0","0","0","4","3","5","4","2","1","2"
145279903,59,"jc",2022,3,"2",1966,"4",6,3,"1","ZA5665","2","2","1","1","2","2","1","98","4","1","0","0","0","0","0","1","0","0","0","4","4","4","98","2","1","2"
601260503,59,"jc",2022,3,"1",1963,"6",10,9,"2","ZA5665","1","2","2","5","3","4","2","1","4","0","0","0","0","0","0","1","1","0","0","3","3","4","2","2","1","2"
418655904,59,"jc",2022,4,"1",1960,"5",12,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
952330003,59,"jc",2022,1,"2",1976,"7",9,7,"2","ZA5665","2","1","1","4","3","2","1","4","3","1","0","1","1","0","0","1","0","0","0","3","3","2","98","1","2","4"
925063701,59,"jc",2022,1,"2",1950,"4",10,4,"5","ZA5665","1","1","1","2","1","4","2","6","3","0","0","0","0","0","0","1","1","0","1","3","3","4","4","3","4","3"
652510003,59,"jc",2022,4,"2",1981,"5",7,6,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235605302,59,"jc",2022,2,"1",1949,"5",9,3,"5","ZA5665","1","1","1","5","5","4","4","98","4","0","0","0","0","0","0","1","0","0","0","3","3","1","4","3","3","2"
120111602,59,"jc",2022,4,"1",1948,"4",11,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
989631303,59,"jc",2022,1,"1",1951,"4",9,6,"2","ZA5665","1","4","2","2","3","4","4","2","4","0","0","1","0","0","0","1","0","0","0","3","3","4","2","2","1","3"
963337702,59,"jc",2022,1,"2",1988,"7",8,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118593104,59,"jc",2022,2,"1",1950,"7",13,7,"2","ZA5665","1","1","1","5","5","4","1","5","3","0","0","0","0","0","0","0","0","0","0","4","3","5","3","2","1","3"
239503502,59,"jc",2022,1,"2",1962,"4",5,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476999001,59,"jc",2022,3,"1",1943,"5",10,5,"2","ZA5665","1","4","5","5","5","5","97","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","3","2","2","3"
898825004,59,"jc",2022,2,"1",1964,"4",8,5,"2","ZA5665","1","4","1","2","1","4","2","98","3","0","0","0","0","0","0","1","0","0","0","3","3","3","4","2","1","3"
829423101,59,"jc",2022,2,"1",1950,"4",4,4,"2","ZA5665","1","1","5","3","5","5","1","2","4","0","0","0","0","0","0","1","0","0","0","3","3","2","98","98","1","3"
900051201,59,"jc",2022,4,"1",1972,"7",14,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607369104,59,"jc",2022,4,"2",1971,"5",5,2,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506786001,59,"jc",2022,1,"1",1958,"5",3,1,"3","ZA5665","1","1","1","1","4","1","5","1","4","0","0","0","0","0","0","0","0","0","0","3","4","5","3","2","1","2"
797225101,59,"jc",2022,1,"2",1950,"5",6,5,"2","ZA5665","1","2","2","1","4","4","6","5","4","0","0","0","0","0","0","0","0","0","0","5","4","5","2","2","1","2"
327117903,59,"jc",2022,3,"2",1957,"5",12,7,"2","ZA5665","1","4","4","1","2","3","3","2","3","0","1","0","0","0","0","0","0","0","0","3","3","3","1","2","1","2"
321862002,59,"jc",2022,2,"2",1949,"7",13,7,"5","ZA5665","1","1","2","1","3","1","2","2","4","0","0","0","0","0","0","0","0","0","0","3","3","5","2","2","1","2"
311193601,59,"jc",2022,2,"1",1975,"7",97,6,"2","ZA5665","2","2","2","2","3","4","2","5","4","0","0","0","0","0","1","1","0","0","0","4","4","4","2","98","2","2"
982917801,59,"jc",2022,1,"1",1953,"4",13,9,"2","ZA5665","1","1","1","1","3","2","1","2","4","1","0","1","1","0","0","0","0","0","0","3","3","5","2","2","1","3"
720034502,59,"jc",2022,2,"2",1981,"7",14,9,"2","ZA5665","2","2","2","2","4","1","2","5","4","0","0","0","0","0","0","0","0","0","0","4","4",NA,"2","2","2","2"
282516401,59,"jc",2022,2,"2",1944,"6",6,4,"2","ZA5665","1","2","5","1","2","4","4","1","3","0","0","0","0","0","0","1","0","0","0","3","3","3","3","2","2","2"
757617403,59,"jc",2022,3,"1",1974,"5",9,7,"1","ZA5665","2","2","1","4","3","2","4","2","4","0","0","1","0","0","0","0","0","0","0","4","4","4","4","98","1","2"
780791103,59,"jc",2022,2,"1",1970,"4",10,5,"2","ZA5665","1","1","2","3","5","5","2",NA,"3","1","1","0","0","0","0","1","0","0","0","3","3","3","98","1","1","3"
274220303,59,"jc",2022,1,"2",1969,"5",98,98,"2","ZA5665","2","2","2","1","3","2","4","98","4","0","0","0","0","0","0","0","0","0","0","3","3","3","4","1","1","3"
748977703,59,"jc",2022,4,"1",1976,"5",7,8,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352415401,59,"jc",2022,3,"1",1952,"6",12,6,"2","ZA5665","1","1","4","3","4","2","2","3","3","0","0","0","0","0","1","0","0","0","0","4","3","4","1","3","2","2"
475802504,59,"jc",2022,3,"1",1943,"6",12,5,"5","ZA5665","2","2","2","1","1","1","4","5","4","0","0","0","0","0","0","0","0","0","0","4","4","4","2","98","3","2"
902927101,59,"jc",2022,1,"2",1957,"5",3,6,"2","ZA5665","2","2","2","2","1","3","3","6","4","0","0","0","0","0","1","1","0","0","0","1","1","1","3","3","3","4"
445927701,59,"jc",2022,2,"2",1943,"4",98,8,"2","ZA5665","1","2","2","1","4","4","3","1","4","0","0","0","0","0","0","0","0","0","0","4","4","4","2","2","1","2"
922301302,59,"jc",2022,4,"2",1961,"5",1,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874030103,59,"jc",2022,3,"2",1971,"5",6,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186757601,59,"jc",2022,3,"1",1955,"7",6,5,"2","ZA5665","2","2","3","1","3","2","2","5","4","0","0","0","0","0","0","0","0","0","0","3","3","4","2","2","1","2"
710654001,59,"jc",2022,1,"1",1981,"6",9,5,"2","ZA5665","1","3","2","5","5","2","1","6","5","0","0","1","0","0","0","1","0","0","0","2","4","3","1","1","1","3"
447310101,59,"jc",2022,4,"2",1949,"5",10,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743230702,59,"jc",2022,2,"2",1982,"5",5,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361196004,59,"jc",2022,4,"1",1944,"7",12,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458007501,59,"jc",2022,1,"2",1970,"5",14,7,"3","ZA5665","4","2","2","1","4","4","1","2","5","1","0","1","0","0","0","1","0","0","0","2","3","3","2","2","1","2"
110454701,59,"jc",2022,1,"1",1955,"4",10,4,"4","ZA5665","1","2","2","2","4","4","5","98","3","0","0","0","0","0","0","0","0","0","0","3","3","2","98","98","98","98"
343270104,59,"jc",2022,1,"2",1974,"7",9,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822220902,59,"jc",2022,1,"2",1959,"4",98,98,"2","ZA5665","1","1","1","3","5","1","4",NA,"3","0","0","0","0","0","0","0","0","0","0","3","3","3","2","2","1","3"
402115504,59,"jc",2022,1,"1",1966,"4",10,8,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199213401,59,"jc",2022,1,"2",1963,"5",6,6,"2","ZA5665","1","1","1","1","4","2","1","5","4","1","0","0","0","0","0","1","1","0","0","4","4","4","2","2","1","3"
927483601,59,"jc",2022,1,"2",1949,"4",10,6,"2","ZA5665","1","4","1","1","2","4","2","2","5","0","0","0","0","0","0","0","0","0","0","4","4","4","2","2","2","2"
699641101,59,"jc",2022,1,"2",1984,"7",11,9,"2","ZA5665","1","1","2","4","4","4","1","5","3","1","0","0","0","0","0","1","1","0","0","4","2","2","2","1","1","3"
803070203,59,"jc",2022,1,"2",1966,"4",97,1,"2","ZA5665","1","1","4","5","5","2","97","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4","4","2","2","2"
687664301,59,"jc",2022,1,"1",1954,"4",11,6,"2","ZA5665","1","4","5","2","4","4","4","2","5","0","0","0","0","0","0","1","0","0","0","3","3","4","1","2","1","2"
248436403,59,"jc",2022,2,"1",1972,"7",7,8,"2","ZA5665","1","4","1","1","2","4","1","98","4","0","0","0","0","0","1","1","0","0","0","3","3","4","3","98","1","2"
757261101,59,"jc",2022,3,"2",1972,"5",11,6,"2","ZA5665","1","2","4","4","4","4","1","1","4","1","0","0","0","0","0","1","0","0","0","3","3","3","2","2","2","3"
957628602,59,"jc",2022,1,"1",1944,"6",97,2,"2","ZA5665","1","1","1","2","4","2","1","2","4","0","0","0","0","0","0","0","0","0","0","5","5","5","2","1","1","98"
867753101,59,"jc",2022,1,"1",1951,"4",9,5,"2","ZA5665","1","1","1","1","3","5","4","2","4","0","0","0","0","0","0","1","0","0","0","3","3","2","3","98","2","3"
725730102,59,"jc",2022,4,"1",1991,"7",10,5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170426701,59,"jc",2022,3,"1",1977,"7",8,6,"2","ZA5665","1","1","1","4","4","4","1",NA,"4","1","1","1","0","0","0","1","0","1","1","4","2","3","2","2","1","3"
643188201,59,"jc",2022,2,"2",1987,"5",2,4,"2","ZA5665","1","2","2","3","4","1","2","4","3","1","0","0","0","0","0","1","0","0","0","2","3","5","3","3","3","98"
235605302,59,"jc",2022,2,"2",1985,"5",1,7,"2","ZA5665","1","2","2","2","4","5","2","5","4","1","0","0","0","0","0","1","0","0","0","4","3","4","2","1","1","2"
111684802,59,"jc",2022,3,"1",1955,"7",10,7,"2","ZA5665","1","2","1","1","3","4","2","1","5","0","0","0","0","0","0","0","0","0","0","4","4","4","2","2","1","3"
784093901,59,"jc",2022,2,"1",1943,"7",11,4,"5","ZA5665","1","2","4","1","4","2","2","6","2","1","0","0","0","0","0","1","0","0","0","2","2","2","2","1","1","2"
121021801,59,"jc",2022,3,"1",1955,"5",11,6,"2","ZA5665","1","2","1","1","3","2","2","1","4","0","0","0","0","0","0","1","0","0","0","3","3","4","2","2","1","2"
293882901,59,"jc",2022,1,"1",1957,"5",9,5,"2","ZA5665","1","1","1","1","2","4","1","2","5","0","0","0","0","0","0","0","0","0","0","3","3","3","1","2","1","2"
806923901,59,"jc",2022,1,"1",1969,"6",11,4,"2","ZA5665","1","1","2","2","5","5","1","2","4","1","0","1","0","0","0","1","1","0","0","5","4","5","2","2","1","2"
494517901,59,"jc",2022,1,"2",1952,"7",9,4,"5","ZA5665","1","2","2","1","4","2","3","2","3","0","0","0","0","0","0","0","0","0","0","4","3","4","3","2","1","3"
924468701,59,"jc",2022,1,"2",1951,"5",3,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153755501,59,"jc",2022,2,"2",1943,"5",NA,NA,"4","ZA5665","2","2","5","1","2","1","2","98","3","1","0","1","0","0","0","0","1","0","0","3","3","1","4","98","98","3"
866918101,59,"jc",2022,1,"2",1953,"5",9,4,"5","ZA5665","2","2","1","5","4","5","4","1","4","1","0","0","0","0","0","0","1","0","0","4","3","4","2","2","2","2"
416915004,59,"jc",2022,2,"1",1993,"7",4,5,"1","ZA5665","4","2","3","5","4","3","2","5","4","0","0","1","0","0","0","1","0","0","0","3","3","4","2","3","1","2"
396070501,59,"jc",2022,1,"2",1952,"7",11,6,"2","ZA5665","2","1","1","1","4","2","4","3","4","0","0","0","0","0","0","0","0","0","0","3","4","5","3","2","1","2"
655794703,59,"jc",2022,1,"2",1975,"5",12,8,"2","ZA5665","1","1","1","2","4","4","1","98","4","1","0","1","0","0","0","1","0","0","0","1","3","1",NA,"3","98","98"
230922301,59,"jc",2022,1,"1",1968,"4",9,4,"1","ZA5665","2","1","1","1","1","3","5","98","5","0","0","0","0","0","0","1","0","0","0","3","3","3","98","98","2","98"
338721802,59,"jc",2022,3,"2",1959,"5",6,6,"2","ZA5665","4","3","1","1","3","1","1","4","4","1","1","1","0","0","0","1","0","0","0","3","3","4","3","2","2","3"
877049002,59,"jc",2022,1,"2",1963,"6",11,5,"1","ZA5665","1","5","4","5","2","4","4","5","5","0","1","1","0","0","0","0","0","0","0","4","5","5","2","1","1","2"
932856204,59,"jc",2022,1,"1",1976,"7",8,3,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759206101,59,"jc",2022,1,"2",1971,"7",13,6,"4","ZA5665","1","1","1","4","4","1","2","5","3","1","0","0","0","0","0","1","0","1","0","4","4","5","2","98","1","2"
